Code zone (M49),Zone,Élément,Produit,Année,Unité,Valeur
740,Suriname,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2974.8
740,Suriname,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1594
740,Suriname,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1176
740,Suriname,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,889.5
762,Tadjikistan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,833.2
762,Tadjikistan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,723.9
762,Tadjikistan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,721.8
762,Tadjikistan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,701.1
148,Tchad,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1157
148,Tchad,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1087.3
148,Tchad,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1014.6
148,Tchad,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1063.1
203,Tchéquie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1286.9
203,Tchéquie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1381
203,Tchéquie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1353
203,Tchéquie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1354
764,Thaïlande,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1565.6
764,Thaïlande,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1552.4
764,Thaïlande,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1434.7
764,Thaïlande,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1427.3
768,Togo,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,3745.2
768,Togo,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,3834.8
768,Togo,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,3353.7
768,Togo,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,3284.4
780,Trinité-et-Tobago,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,3761.6
780,Trinité-et-Tobago,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,3849.1
780,Trinité-et-Tobago,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,3772.5
780,Trinité-et-Tobago,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,3302.2
788,Tunisie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2070.7
788,Tunisie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2089.6
788,Tunisie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1867.5
788,Tunisie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1920.2
792,Türkiye,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1944.8
792,Türkiye,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1799.3
792,Türkiye,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1189.8
792,Türkiye,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,967
795,Turkménistan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,3161.2
795,Turkménistan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,3513.1
795,Turkménistan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,4483.5
795,Turkménistan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,5191.4
804,Ukraine,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1720.6
804,Ukraine,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1826
804,Ukraine,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1651.6
804,Ukraine,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1837.7
858,Uruguay,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2387.5
858,Uruguay,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2189.5
858,Uruguay,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,2190.8
858,Uruguay,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,2240.7
704,Viet Nam,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,4250.3
704,Viet Nam,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,3986.9
704,Viet Nam,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,4310.4
704,Viet Nam,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,4309.3
887,Yémen,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2428
887,Yémen,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2343.2
887,Yémen,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,2950.6
887,Yémen,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,3308.5
894,Zambie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1158.5
894,Zambie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1041.3
894,Zambie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1237.2
894,Zambie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1206
